,super bc,0,1,2,3,4
0,0,53058,95476,84936,102911,76090
1,1,26022,50774,45172,53847,36566
2,2,68915,161474,222783,355477,374263
3,3,40880,96039,125457,192616,211803
4,4,9428,27680,37476,64141,60719
5,5,21779,53103,60030,64082,53630
6,6,10014,36523,48588,81905,64674
7,7,10315,31443,45864,84901,84797
8,8,19986,41970,42288,48059,39555
9,9,9158,27005,37496,58984,53205
10,10,14196,39389,42176,47785,37189
11,11,15313,28917,26461,34739,23743
12,12,13577,35115,31189,41526,24694
13,13,7846,19603,27368,35462,40612
14,14,8180,26334,33504,48404,44510
15,15,8867,21522,22263,26030,20166
16,16,13767,28592,24963,33850,21699
17,17,8772,15897,14904,15833,12987
18,18,5053,23380,30226,50689,35246
19,19,7606,30060,33803,52870,33372
20,20,4081,7014,6304,8055,5649
21,21,6168,12360,10788,12375,8669
22,22,6707,17070,18454,20885,15660
23,23,8976,20414,22620,25807,22493
24,24,3596,8374,7558,9215,5369
25,25,4517,15065,19657,31070,26762
26,26,7661,22099,23130,24550,17150
27,27,13740,23218,21245,27747,20243
28,28,12056,20718,19249,25581,18261
29,29,1889,2139,1187,903,463
30,30,12258,22672,20653,26028,17733
31,31,4943,12691,14298,16937,15462
32,32,9559,19483,17527,22223,14752
33,33,10539,19202,16753,20885,14708
34,34,8034,19437,21188,24206,21106
35,35,5549,13685,14315,17228,14546
36,36,11328,20113,18758,25319,17676
37,37,9624,21672,21297,22903,16970
38,38,6941,17059,17877,17826,14034
39,40,4964,10641,11646,16848,13418
40,41,7799,20380,20513,22648,18380
41,42,10393,20512,17696,21138,13530
42,44,7227,15355,13862,17671,12436
43,45,10516,17958,16118,20027,14026
44,46,7744,16245,14206,19861,13278
45,47,9541,16415,14748,18040,13439
46,48,4765,14100,19558,23639,24396
47,49,2297,7212,10767,18835,18482
48,50,7639,15905,16040,16622,14312
49,51,6211,13525,12357,16059,10119
50,52,6431,12468,11210,14427,10334
51,53,5818,13501,13345,14318,11235
52,54,5115,10518,12023,13370,12522
53,55,6585,14187,14922,16122,14404
54,56,4156,10693,9707,12618,7970
55,57,3833,11229,11921,14176,10752
56,58,2578,6642,7371,12375,10971
57,59,7387,14220,11201,13606,8561
58,60,5251,10616,9677,12113,8733
59,61,6054,16907,17269,16965,12158
60,62,8818,14429,11797,14190,9406
61,63,6235,12562,10770,14217,9681
62,64,5228,14016,14588,15100,11398
63,65,5257,16160,17170,20738,16381
64,66,4802,11827,11966,12833,10038
65,67,3394,9221,8428,10379,5676
66,68,6736,11958,11515,14449,10646
67,69,6698,18265,17138,18715,13239
68,70,4079,13631,14522,16081,11373
69,71,8522,16068,14641,19354,13770
70,72,4480,13039,12457,13541,9060
71,73,5017,11766,11203,12507,9106
72,74,5761,13145,12606,18220,13516
73,75,6915,13294,13914,14807,12873
74,76,6381,12157,11055,14657,10758
75,77,6571,14076,12366,16465,11325
76,78,3932,13502,15010,16883,14442
77,79,5701,12583,11391,15073,9550
